Plot_ID,AOS_year,AOS_pest,AOS_severity,Burn_status,dNBR_count,dNBR_mean,dNBR_median,dNBR_min,dNBR_max,dNBR_range,Fire_ID,Fire_Name,CBI_A,CBI_B,CBI_C,CBC_D,CBI_US,CBI_OS,CBI_TOT,Elevation,Aspect,Slope_%,UTM_E,UTM_N,UTM_Zone,Sam_SPEC_CD_1,Sam_SPEC_PCT_1,Sam_SPEC_CD_2,Sam_SPEC_PCT_2,Sam_SPEC_CD_3,Sam_SPEC_PCT_3,satellite,PLI_PC,SX_PC,BL_PC,FDI_PC,SB_PC,SE_PC,AT_PC,ACT_PC,conifer_PC,broadleaf_PC,CBI_dNBR_VRI_March2021_csv_new_test,CBI_dNBR_VRI_March2021_csv_AOS_YEAR,CBI_dNBR_VRI_March2021_csv_AOS_FHF,CBI_dNBR_VRI_March2021_csv_AOS_SEV,BUFF_DIST,FEATURE_ID,MAP_ID,POLYGON_ID,OPENING_IND,POLYGON_AREA,SURFACE_EXPRESSION,MODIFYING_PROCESS,SITE_POSITION_MESO,SOIL_NUTRIENT_REGIME,BCLCS_LEVEL_2,BCLCS_LEVEL_3,BCLCS_LEVEL_4,BCLCS_LEVEL_5,REFERENCE_YEAR,ATTRIBUTION_BASE_DATE,PROJECTED_DATE,SHRUB_HEIGHT,SHRUB_CROWN_CLOSURE,SHRUB_COVER_PATTERN,HERB_COVER_TYPE,HERB_COVER_PATTERN,HERB_COVER_PCT,BRYOID_COVER_PCT,NON_VEG_COVER_PATTERN_1,NON_VEG_COVER_PCT_1,NON_VEG_COVER_TYPE_1,NON_VEG_COVER_PATTERN_2,NON_VEG_COVER_PCT_2,NON_VEG_COVER_TYPE_2,NON_VEG_COVER_PATTERN_3,NON_VEG_COVER_PCT_3,NON_VEG_COVER_TYPE_3,NON_VEG_COVER_SUM,LAND_COVER_CLASS_CD_1,EST_COVERAGE_PCT_1,SOIL_MOISTURE_REGIME_1,LAND_COVER_CLASS_CD_2,EST_COVERAGE_PCT_2,SOIL_MOISTURE_REGIME_2,LAND_COVER_CLASS_CD_3,EST_COVERAGE_PCT_3,SOIL_MOISTURE_REGIME_3,ORG_UNIT_CODE,BEC_ZONE_CODE,BEC_SUBZONE,BEC_VARIANT,BEC_PHASE,EARLIEST_NONLOGGING_DIST_TYPE,EARLIEST_NONLOGGING_DIST_DATE,STAND_PERCENTAGE_DEAD,FREE_TO_GROW_IND,HARVEST_DATE,QUAD_DIAM_125,EST_SITE_INDEX_SPECIES_CD,EST_SITE_INDEX,CROWN_CLOSURE,CROWN_CLOSURE_CLASS_CD,SITE_INDEX,BASAL_AREA,VRI_LIVE_STEMS_PER_HA,VRI_DEAD_STEMS_PER_HA,TREE_COVER_PATTERN,VERTICAL_COMPLEXITY,SPECIES_CD_1,SPECIES_PCT_1,SPECIES_CD_2,SPECIES_PCT_2,SPECIES_CD_3,SPECIES_PCT_3,SPECIES_CD_4,SPECIES_PCT_4,SPECIES_CD_5,SPECIES_PCT_5,SPECIES_CD_6,SPECIES_PCT_6,PROJ_AGE_1,PROJ_AGE_CLASS_CD_1,PROJ_AGE_2,PROJ_AGE_CLASS_CD_2,PROJ_HEIGHT_1,PROJ_HEIGHT_CLASS_CD_1,PROJ_HEIGHT_2,PROJ_HEIGHT_CLASS_CD_2,LIVE_VOL_PER_HA_SPP1_125,LIVE_VOL_PER_HA_SPP2_125,LIVE_VOL_PER_HA_SPP3_125,LIVE_VOL_PER_HA_SPP4_125,LIVE_STAND_VOLUME_125,DEAD_STAND_VOLUME_125,WHOLE_STEM_BIOMASS_PER_HA,BRANCH_BIOMASS_PER_HA,FOLIAGE_BIOMASS_PER_HA,BARK_BIOMASS_PER_HA
BS022,2006,IBM,M,High,8,0.682523496,0.684695244,0.582905173,0.780217648,0.197312474,R21721,Nadina,1.8,2.38,1.75,1.6,1.96,1.6,1.86,777.545227,102,23,646373,5988288,9,AT,75,SX,25, ,0,Sentinel 2,0,25,0,0,0,0,75,0,25,75,100,2006,IBM,M,30,10811545,093L007,82129740,N,111,N,N,M,D,T,U,TC,OP,2013,2015-02-10,2016-01-01,1,5,3,HE,3,10,5,2,1,RZ,,,,,,,1,TC,100,4,,,,,,,DND,SBS,dk,,,,,,N,1984-01-01,14.034,PLI,15,60,6,15,4.27955,533,0,8,2,PLI,85,AT,5,BL,5,SX,5,,,,,30,2,30,2,9,1,11,2,2.497,0.048,0.047,0,2.592,,6.146,0.758,0.626,0.658
BS022,2006,IBM,M,High,8,0.682523496,0.684695244,0.582905173,0.780217648,0.197312474,R21721,Nadina,1.8,2.38,1.75,1.6,1.96,1.6,1.86,777.545227,102,23,646373,5988288,9,AT,75,SX,25, ,0,Sentinel 2,0,25,0,0,0,0,75,0,25,75,100,2006,IBM,M,30,10812155,093L007,88899552,N,3.6,N,N,M,C,T,U,TB,OP,2013,2015-02-15,2016-01-01,1,5,3,HE,8,45,,2,3,RZ,,,,,,,3,TB,100,3,,,,,,,DND,SBS,dk,,,,,,N,,22.509,,,40,4,15.6,21.64072,500,0,8,4,AT,75,SX,25,,,,,,,,,58,3,78,4,16.6,2,19.9,3,60.804,32.706,,,93.51,,56.573,10.077,2.969,10.866
BS023,2006,IBM,M,High,6,0.834462782,0.830093294,0.749990642,0.913790643,0.163800001,R21721,Nadina,2.4,2.38,1.5,1.8,2.12,1.8,2.03,771.452271,96,18,646140,5987502,9,AT,85,SX,15, ,0,Sentinel 2,0,15,0,0,0,0,85,0,15,85,100,2006,IBM,M,30,10812097,093L007,87449142,N,2.8,N,N,L,C,T,U,TB,OP,2013,2015-02-14,2016-01-01,2.0999999,15,3,HE,8,30,,,,,,,,,,,0,TB,100,4,,,,,,,DND,SBS,dk,,,,,,N,,27.009,,,40,4,16.2,26.08145,439,10,8,2,AT,85,SX,15,,,,,,,,,78,4,78,4,20.4,3,21.8,3,100.757,26.124,,,126.881,,83.303,14.58,3.705,17.039
BS024,2006,IBM,M,Medium,8,0.448015735,0.42439349,0.315931201,0.607378244,0.291447043,R21721,Nadina,2.1,1.63,2.38,2.8,2.04,2.8,2.25,810.687805,160,3,646026,5987406,9,SX,100, ,0, ,0,Sentinel 2,0,100,0,0,0,0,0,0,100,0,100,2006,IBM,M,30,10812537,093L007,85418923,N,18.9,U,N,M,C,N,U,HE,OP,2013,2015-02-14,2016-01-01,0.6,15,3,HE,8,55,15,3,2,ES,,,,,,,2,SL,100,3,,,,,,,DND,SBS,dk,,,IBM,2013-01-01,96,N,,30.211,PLI,15,1,0,12.7,0.99651,15,550,3,3,SX,100,,,,,,,,,,,138,7,,,25.4,3,,,6.19,,,,6.19,163.273,2.74,0.544,0.287,0.303
BS025,2006,IBM,M,High,8,0.795405,0.792181849,0.706727386,0.861894727,0.155167341,R21721,Nadina,2.4,2.25,1.5,2.8,2.08,2.8,2.28,803.437866,161,25,645654,5987407,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,10837760,093L007,79378741,N,61.3,N,N,M,C,N,U,SL,OP,2013,2015-01-30,2016-01-01,0.4,40,8,HE,8,40,,,,,,,,,,,0,SL,100,3,,,,,,,DND,SBS,mc,2,,IBM,2013-01-01,67,N,,26.295,,,4,0,11.4,1.04601,20,75,3,3,AT,90,SX,10,,,,,,,,,93,5,93,5,16.3,2,14.5,2,2.996,0.442,,,3.438,11.174,2.54,0.441,0.103,0.535
BS025,2006,IBM,M,High,8,0.795405,0.792181849,0.706727386,0.861894727,0.155167341,R21721,Nadina,2.4,2.25,1.5,2.8,2.08,2.8,2.28,803.437866,161,25,645654,5987407,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,10812323,093L007,84819140,N,45.8,U,N,M,D,T,U,TC,SP,2012,2015-02-14,2016-01-01,0.5,20,6,HE,8,30,10,2,2,RZ,2,2,ES,,,,4,TC,100,4,,,,,,,DND,SBS,mc,2,,IBM,2012-01-01,78,N,,0,PLI,20,25,2,20,2.81298,485,1200,8,2,PLI,65,AT,25,SX,10,,,,,,,28,2,26,2,11.1,2,11.8,2,0,0.025,0,,0.025,0,5.673,0.762,0.462,0.754
BS026,2006,IBM,M,Medium,8,0.780335836,0.822536439,0.550861895,0.904036164,0.353174269,R21721,Nadina,2.38,2.25,1.13,3,1.92,3,2.19,782.742432,192,30,645245,5987335,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,10837760,093L007,79378741,N,61.3,N,N,M,C,N,U,SL,OP,2013,2015-01-30,2016-01-01,0.4,40,8,HE,8,40,,,,,,,,,,,0,SL,100,3,,,,,,,DND,SBS,mc,2,,IBM,2013-01-01,67,N,,26.295,,,4,0,11.4,1.04601,20,75,3,3,AT,90,SX,10,,,,,,,,,93,5,93,5,16.3,2,14.5,2,2.996,0.442,,,3.438,11.174,2.54,0.441,0.103,0.535
BS027,2006,IBM,M,High,8,0.979159854,1.003629088,0.813875556,1.084301591,0.270426035,R21721,Nadina,2.5,2.38,2.25,2.4,2.38,2.4,2.38,798.044739,18,3,645172,5987033,9,PLI,75,AT,15,SX,10,Sentinel 2,75,10,0,0,0,0,15,0,85,15,100,2006,IBM,M,30,10811794,093L007,81718816,N,25.3,U,N,M,D,T,U,TC,SP,2013,2015-02-03,2016-01-01,1,60,8,HE,3,15,,2,1,RZ,1,1,ES,,,,2,TC,100,4,,,,,,,DND,SBS,dk,,,IBM,2013-01-01,75,N,,0,AT,20,10,1,20,2.24676,447,1200,8,2,PLI,75,AT,15,SX,10,,,,,,,25,2,26,2,10,1,13,2,0,0,0,,0,0,3.908,0.509,0.337,0.486
BS028,2006,IBM,M,High,8,0.909171216,0.926619083,0.827071548,0.973759651,0.146688104,R21721,Nadina,1.7,1.75,1.25,1.8,1.58,1.8,1.64,818.908142,30,13,644875,5986855,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,10837760,093L007,79378741,N,61.3,N,N,M,C,N,U,SL,OP,2013,2015-01-30,2016-01-01,0.4,40,8,HE,8,40,,,,,,,,,,,0,SL,100,3,,,,,,,DND,SBS,mc,2,,IBM,2013-01-01,67,N,,26.295,,,4,0,11.4,1.04601,20,75,3,3,AT,90,SX,10,,,,,,,,,93,5,93,5,16.3,2,14.5,2,2.996,0.442,,,3.438,11.174,2.54,0.441,0.103,0.535
BS029,2006,IBM,M,High,7,0.903346096,0.899692953,0.790472448,1.019068956,0.228596509,R21721,Nadina,2.1,2.25,2.63,2,2.31,2,2.22,835.05957,89,3,644672,5986676,9,AT,75,SX,25, ,0,Sentinel 2,0,25,0,0,0,0,75,0,25,75,100,2006,IBM,M,30,10811964,093L007,78048629,N,6.2,U,N,M,C,T,U,TB,OP,2013,2015-02-15,2016-01-01,1.3,10,3,HE,8,25,,2,6,RZ,,,,,,,6,TB,100,4,,,,,,,DND,SBS,mc,2,,,,,N,,18.504,,,35,3,13.7,9.89762,417,25,8,2,AT,75,SX,25,,,,,,,,,78,4,78,4,17.4,2,17.7,2,23.985,12.995,,,36.98,,28.19,5.002,1.43,5.491
BS030,2006,IBM,M,High,7,0.759987269,0.764183581,0.677013576,0.818995237,0.141981661,R21721,Nadina,2.1,1.75,1.63,2.2,1.85,2.2,1.94,889.709473,67,17,644561,5986636,9,AT,75,SX,25, ,0,Sentinel 2,0,25,0,0,0,0,75,0,25,75,100,2006,IBM,M,30,10811964,093L007,78048629,N,6.2,U,N,M,C,T,U,TB,OP,2013,2015-02-15,2016-01-01,1.3,10,3,HE,8,25,,2,6,RZ,,,,,,,6,TB,100,4,,,,,,,DND,SBS,mc,2,,,,,N,,18.504,,,35,3,13.7,9.89762,417,25,8,2,AT,75,SX,25,,,,,,,,,78,4,78,4,17.4,2,17.7,2,23.985,12.995,,,36.98,,28.19,5.002,1.43,5.491
BS031,2006,IBM,M,High,7,0.805264056,0.802051067,0.70904839,0.926848769,0.217800379,R21721,Nadina,1.88,1.38,1.25,1.9,1.5,1.9,1.62,845.565979,134,45,644163,5986213,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,10837094,093L006,74958457,N,14,N,F,M,A,N,U,HE,SP,2013,2015-01-28,2016-01-01,0.3,5,3,HE,3,15,5,8,72,BR,3,2,TA,,,,74,HE,100,2,,,,,,,DND,SBS,mc,2,,IBM,2013-01-01,100,N,,15.02,PLI,11,1,0,7.3,0.22909,21,100,3,2,PLI,100,,,,,,,,,,,123,7,,,12.2,2,,,0.385,,,,0.385,56.243,0.46,0.051,0.045,0.046
BS031,2006,IBM,M,High,7,0.805264056,0.802051067,0.70904839,0.926848769,0.217800379,R21721,Nadina,1.88,1.38,1.25,1.9,1.5,1.9,1.62,845.565979,134,45,644163,5986213,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,10837760,093L007,79378741,N,61.3,N,N,M,C,N,U,SL,OP,2013,2015-01-30,2016-01-01,0.4,40,8,HE,8,40,,,,,,,,,,,0,SL,100,3,,,,,,,DND,SBS,mc,2,,IBM,2013-01-01,67,N,,26.295,,,4,0,11.4,1.04601,20,75,3,3,AT,90,SX,10,,,,,,,,,93,5,93,5,16.3,2,14.5,2,2.996,0.442,,,3.438,11.174,2.54,0.441,0.103,0.535
BS031,2006,IBM,M,High,7,0.805264056,0.802051067,0.70904839,0.926848769,0.217800379,R21721,Nadina,1.88,1.38,1.25,1.9,1.5,1.9,1.62,845.565979,134,45,644163,5986213,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,10837062,093L006,74548291,N,9.7,N,N,M,C,N,U,SL,OP,2013,2015-01-18,2016-01-01,0.4,40,8,HE,8,40,,,,,,,,,,,0,SL,100,3,,,,,,,DND,SBS,mc,2,,IBM,2013-01-01,67,N,,26.295,,,4,0,11.4,1.04601,20,75,3,3,AT,90,SX,10,,,,,,,,,93,5,93,5,16.3,2,14.5,2,2.996,0.442,,,3.438,10.459,2.54,0.441,0.103,0.535
BS032,2006,IBM,M,Medium,7,0.275886723,0.27417019,0.117209285,0.444187522,0.326978236,R21721,Nadina,0,0,0.13,0.3,0.04,0.3,0.11,908.226562,flat,0,644071,5985925,9,SX,53,PLI,25,FDI,15,Sentinel 2,80,15,0,0,0,0,5,0,95,5,100,2006,IBM,M,30,10837530,093L006,74768259,N,3.5,N,N,L,C,T,U,TC,OP,2013,2015-01-28,2016-01-01,1.3,30,8,HE,3,15,5,2,1,RZ,,,,,,,1,TC,100,5,,,,,,,DND,SBS,mc,2,,,,,N,,14.296,PLI,18,35,3,18,7.19393,914,50,8,2,PLI,80,SX,15,AT,5,,,,,,,31,2,28,2,11,2,7,1,6.404,0,0.149,,6.553,,12.584,1.491,1.201,1.333
BS033,2006,IBM,M,Medium,7,0.3237374,0.295888305,0.229793429,0.433861136,0.204067707,R21721,Nadina,1.9,2.38,2.38,2,2.19,2,2.14,891.566284,20,2,646090,5990338,9,PLI,55,SX,20,AT,20,Sentinel 2,50,30,0,0,0,0,20,0,80,20,100,2006,IBM,M,30,13597108,093L007,87270796,Y,2.2,,,,,T,U,TC,SP,2010,2015-02-02,2016-01-01,,,,,,,,,,,,,,,,,0,,,,,,,,,,DND,SBS,mc,2,,,,,N,2006-03-01,,PLI,19,11,1,19,,2543,,,,PLI,50,SX,30,AT,20,,,,,,,9,1,9,1,2,1,0.5,1,,,,,,,,,,
BS033,2006,IBM,M,Medium,7,0.3237374,0.295888305,0.229793429,0.433861136,0.204067707,R21721,Nadina,1.9,2.38,2.38,2,2.19,2,2.14,891.566284,20,2,646090,5990338,9,PLI,55,SX,20,AT,20,Sentinel 2,50,30,0,0,0,0,20,0,80,20,100,2006,IBM,M,30,13596817,093L007,88260491,N,35.3,N,N,M,D,T,U,TC,OP,2013,2015-02-10,2016-01-01,1,5,3,HE,3,15,5,,,,,,,,,,0,TC,100,4,,,,,,,DND,SBS,dk,,,,,,N,,15.918,PLI,18,55,5,18,12.79837,1284,20,8,3,PLI,55,SX,20,AT,20,BL,5,,,,,30,2,30,2,10.6,2,8,1,15.613,0,2.509,1.059,19.181,,19.607,2.72,1.82,2.492
BS034,2006,IBM,M,Unburned,9,0.001830015,-0.021536946,-0.051591337,0.18755424,0.239145577,R21721,Nadina,0,0,0,0,0,0,0,905.816406,284,5,646190,5990489,9,PLI,80,BL,10,SX,5,Sentinel 2,80,5,10,0,0,0,5,0,95,5,100,2006,IBM,M,30,10811913,093L007,92130556,N,79.3,N,N,M,D,T,U,TC,DE,2013,2015-02-10,2016-01-01,1.5,5,3,HE,3,5,5,2,2,RZ,3,1,LL,,,,3,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1979-01-01,15.027,PLI,18,65,6,18,22.29557,2040,20,8,2,PLI,80,BL,10,SX,5,AT,5,,,,,28,2,37,2,12,2,12,2,24.016,6.261,0.93,0.761,31.968,,35.819,4.801,4.009,3.945
BS035,2008,IBM,S,Unburned,7,-0.042519033,-0.054170966,-0.087846875,0.01770395,0.105550826,R21721,Nadina,0,0,0,0,0,0,0,911.263367,328,5,646212,5990387,9,PLI,80,BL,10,SX,5,Sentinel 2,80,5,10,0,0,0,5,0,95,5,100,2008,IBM,S,30,10811913,093L007,92130556,N,79.3,N,N,M,D,T,U,TC,DE,2013,2015-02-10,2016-01-01,1.5,5,3,HE,3,5,5,2,2,RZ,3,1,LL,,,,3,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1979-01-01,15.027,PLI,18,65,6,18,22.29557,2040,20,8,2,PLI,80,BL,10,SX,5,AT,5,,,,,28,2,37,2,12,2,12,2,24.016,6.261,0.93,0.761,31.968,,35.819,4.801,4.009,3.945
BS036,2008,IBM,S,Unburned,6,-0.050865491,-0.053950697,-0.062820673,-0.034772694,0.028047979,R21721,Nadina,0.4,0,0,0,0.15,0,0.11,897.519226,68,22,646342,5990262,9,PLI,80,BL,10,SX,5,Sentinel 2,80,5,10,0,0,0,5,0,95,5,100,2008,IBM,S,30,10811913,093L007,92130556,N,79.3,N,N,M,D,T,U,TC,DE,2013,2015-02-10,2016-01-01,1.5,5,3,HE,3,5,5,2,2,RZ,3,1,LL,,,,3,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1979-01-01,15.027,PLI,18,65,6,18,22.29557,2040,20,8,2,PLI,80,BL,10,SX,5,AT,5,,,,,28,2,37,2,12,2,12,2,24.016,6.261,0.93,0.761,31.968,,35.819,4.801,4.009,3.945
BS037,2008,IBM,S,Unburned,7,-0.039327136,-0.039449573,-0.050596297,-0.031247199,0.019349098,R21721,Nadina,0,0,0,0,0,0,0,862.911682,not recorded,not recorded,646344,5990125,9,PLI,80,BL,10,SX,5,Sentinel 2,80,5,10,0,0,0,5,0,95,5,100,2008,IBM,S,30,10811913,093L007,92130556,N,79.3,N,N,M,D,T,U,TC,DE,2013,2015-02-10,2016-01-01,1.5,5,3,HE,3,5,5,2,2,RZ,3,1,LL,,,,3,TC,100,4,,,,,,,DND,SBS,dk,,,,,,Y,1979-01-01,15.027,PLI,18,65,6,18,22.29557,2040,20,8,2,PLI,80,BL,10,SX,5,AT,5,,,,,28,2,37,2,12,2,12,2,24.016,6.261,0.93,0.761,31.968,,35.819,4.801,4.009,3.945
BS038,2006,IBM,M,High,7,0.8491663,0.83136183,0.742733836,0.93212533,0.189391494,R21721,Nadina,2.4,2,1.63,1.9,2.04,1.9,2,904.228027,200,35,643846,5985871,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,10837062,093L006,74548291,N,9.7,N,N,M,C,N,U,SL,OP,2013,2015-01-18,2016-01-01,0.4,40,8,HE,8,40,,,,,,,,,,,0,SL,100,3,,,,,,,DND,SBS,mc,2,,IBM,2013-01-01,67,N,,26.295,,,4,0,11.4,1.04601,20,75,3,3,AT,90,SX,10,,,,,,,,,93,5,93,5,16.3,2,14.5,2,2.996,0.442,,,3.438,10.459,2.54,0.441,0.103,0.535
BS039,2006,IBM,M,High,8,0.853378631,0.880551398,0.769083619,0.914087296,0.145003676,R21721,Nadina,2.38,2,2.88,2,2.42,2,2.29,835.339539,211,29,643675,5985745,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,13765985,9.30E+98,74747922,N,13.3,N,N,M,C,N,U,SL,OP,2013,2015-01-03,2016-01-01,0.4,40,8,HE,8,40,,,,,,,,,,,0,SL,100,3,,,,,,,DND,SBS,mc,2,,,,,N,,26.402,,,4,0,11.4,1.41409,27,75,3,3,AT,90,SX,10,,,,,,,,,93,5,93,5,16.3,2,14.5,2,4.381,0.624,,,5.005,,3.687,0.639,0.149,0.778
BS039,2006,IBM,M,High,8,0.853378631,0.880551398,0.769083619,0.914087296,0.145003676,R21721,Nadina,2.38,2,2.88,2,2.42,2,2.29,835.339539,211,29,643675,5985745,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,10837062,093L006,74548291,N,9.7,N,N,M,C,N,U,SL,OP,2013,2015-01-18,2016-01-01,0.4,40,8,HE,8,40,,,,,,,,,,,0,SL,100,3,,,,,,,DND,SBS,mc,2,,IBM,2013-01-01,67,N,,26.295,,,4,0,11.4,1.04601,20,75,3,3,AT,90,SX,10,,,,,,,,,93,5,93,5,16.3,2,14.5,2,2.996,0.442,,,3.438,10.459,2.54,0.441,0.103,0.535
BS040,2006,IBM,M,Medium,7,0.359046093,0.351030052,0.199702263,0.584793746,0.385091484,R21721,Nadina,1.4,2,2,1.2,1.77,1.2,1.61,869.359192,218,not recorded,643303,5985769,9,AT,85,SX,15, ,0,Sentinel 2,0,15,0,0,0,0,85,0,15,85,100,2006,IBM,M,30,10837526,093L006,70158266,N,22.6,N,N,M,C,T,U,TB,SP,2013,2015-01-18,2016-01-01,0.4,15,3,HE,8,45,,2,3,RZ,,,,,,,3,TB,100,3,,,,,,,DND,SBS,mc,2,,,,,N,,31.826,,,25,2,18.9,16.967199,214,5,6,3,AT,85,SX,15,,,,,,,,,48,3,48,3,17.8,2,16.3,2,64.575,11.89,,,76.465,,44.846,7.824,1.931,9.273
BS041,2006,IBM,M,Medium,7,0.606644026,0.614273906,0.505409539,0.714444935,0.209035397,R21721,Nadina,2.38,2.5,0,1.6,1.63,1.6,1.62,838.717224,204,26,643134,5985943,9,AT,85,SX,15, ,0,Sentinel 2,0,15,0,0,0,0,85,0,15,85,100,2006,IBM,M,30,10837526,093L006,70158266,N,22.6,N,N,M,C,T,U,TB,SP,2013,2015-01-18,2016-01-01,0.4,15,3,HE,8,45,,2,3,RZ,,,,,,,3,TB,100,3,,,,,,,DND,SBS,mc,2,,,,,N,,31.826,,,25,2,18.9,16.967199,214,5,6,3,AT,85,SX,15,,,,,,,,,48,3,48,3,17.8,2,16.3,2,64.575,11.89,,,76.465,,44.846,7.824,1.931,9.273
BS042,2006,IBM,M,High,7,0.587869533,0.59104991,0.524794757,0.624170959,0.099376202,R21721,Nadina,2,2.5,0,1.7,1.5,1.7,1.56,844.184998,150,24,642819,5985750,9,AT,85,SX,15, ,0,Sentinel 2,0,15,0,0,0,0,85,0,15,85,100,2006,IBM,M,30,10837526,093L006,70158266,N,22.6,N,N,M,C,T,U,TB,SP,2013,2015-01-18,2016-01-01,0.4,15,3,HE,8,45,,2,3,RZ,,,,,,,3,TB,100,3,,,,,,,DND,SBS,mc,2,,,,,N,,31.826,,,25,2,18.9,16.967199,214,5,6,3,AT,85,SX,15,,,,,,,,,48,3,48,3,17.8,2,16.3,2,64.575,11.89,,,76.465,,44.846,7.824,1.931,9.273
BS043,2006,IBM,M,High,7,0.749307607,0.764221132,0.646235824,0.809269607,0.163033783,R21721,Nadina,2.4,2.38,2.75,1.9,2.5,1.9,2.33,872.083801,174,48,640246,5983718,9,SX,80,PLI,15,AT,5,Sentinel 2,15,80,0,0,0,0,5,0,95,5,100,2006,IBM,M,30,13766567,9.30E+98,51476990,N,15.8,N,N,L,C,T,U,TC,SP,2013,2015-01-02,2016-01-01,1,40,8,HE,3,20,,2,3,RZ,,,,,,,3,TC,100,5,,,,,,,DND,SBS,mc,2,,IBM,2007-01-01,,N,,39.31,,,25,2,11.6,29.988199,252,100,8,4,SX,80,PLI,15,AT,5,,,,,,,183,8,183,8,28.2,3,25.1,3,198.667,36.361,6.386,,241.414,,113.218,20.592,11.295,12.976
BS043,2006,IBM,M,High,7,0.749307607,0.764221132,0.646235824,0.809269607,0.163033783,R21721,Nadina,2.4,2.38,2.75,1.9,2.5,1.9,2.33,872.083801,174,48,640246,5983718,9,SX,80,PLI,15,AT,5,Sentinel 2,15,80,0,0,0,0,5,0,95,5,100,2006,IBM,M,30,13766583,9.30E+98,49757259,N,23.7,N,N,M,C,T,U,TB,OP,2013,2015-01-02,2016-01-01,1,30,8,HE,3,20,,3,5,BR,,,,,,,5,TB,100,4,,,,,,,DND,SBS,mc,2,,,,,N,,18.526,,,30,3,12.7,11.515779,511,2,8,2,AT,80,SX,20,,,,,,,,,38,2,38,2,9.6,1,8.1,1,16.907,3.894,,,20.801,,15.029,2.634,0.678,3.059
BS043A,2006,IBM,M,High,4,0.717349127,0.724056482,0.663698614,0.757584929,0.093886316,R11796,Verdun,0.75,1.63,2,1.5,1.46,1.5,1.47,896.343567,180,15,307918,5974420,10,AT,70,SX,30, ,0,Sentinel 2,0,30,0,0,0,0,70,0,30,70,100,2006,IBM,M,30,13390313,093F081,11890162,N,8.6,P,N,F,C,N,W,ST,DE,2012,2016-01-07,2016-01-01,2.5,80,3,HG,3,10,,2,5,RI,,,,,,,5,ST,100,7,,,,,,,DND,SBS,dk,,,,,,N,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS043A,2006,IBM,M,High,4,0.717349127,0.724056482,0.663698614,0.757584929,0.093886316,R11796,Verdun,0.75,1.63,2,1.5,1.46,1.5,1.47,896.343567,180,15,307918,5974420,10,AT,70,SX,30, ,0,Sentinel 2,0,30,0,0,0,0,70,0,30,70,100,2006,IBM,M,30,13503709,093F081,17510534,N,11.6,N,N,T,D,T,U,TM,SP,2012,2016-01-17,2016-01-01,2.5,50,3,HG,3,20,,,,,,,,,,,0,TM,50,4,ST,50,7,,,,DND,SBS,dk,,,,,,N,,14.647,AT,20,10,1,20,7.98133,699,0,7,2,AT,70,SX,30,,,,,,,,,29,2,74,4,12.9,2,18.5,2,5.535,15.11,,,20.645,,19.649,3.563,1.195,3.519
BS044,2006,IBM,M,High,7,0.70408013,0.740049005,0.528440475,0.819632888,0.291192412,R21721,Nadina,1.9,2.38,2.88,2,2.35,2,2.25,858.703552,192,35,639749,5983614,9,AT,90,SX,10, ,0,Sentinel 2,0,10,0,0,0,0,90,0,10,90,100,2006,IBM,M,30,13765902,9.30E+98,49656949,N,3.4,N,N,M,C,T,U,TB,OP,2013,2015-01-02,2016-01-01,0.5,20,3,HE,3,20,,,,,,,,,,,0,TB,100,3,,,,,,,DND,SBS,mc,2,,,,,N,,,,,35,3,8.8,5,550,0,8,2,AT,90,SX,10,,,,,,,,,38,2,38,2,6.4,1,5.8,1,,,,,,,,,,
